,Name,Department,EOW,Cause of Death,Date,Year,Canine,Department Name,State
19806,Patrolman Melvin Claxton,"Shelbyville Police Department, TN","Wednesday, February 17, 1999",Heart attack,1999-02-17,1999,False,Shelbyville Police Department, TN
19807,Patrolman Steven Michael Jerman,"Kane Borough Police Department, PA","Saturday, February 20, 1999",Gunfire,1999-02-20,1999,False,Kane Borough Police Department, PA
19808,Captain Elmer L. Dosier,"Gallaway Police Department, TN","Friday, February 26, 1999",Heart attack,1999-02-26,1999,False,Gallaway Police Department, TN
19809,Deputy Sheriff Mark William Brown,"King County Sheriff's Office, WA","Saturday, February 27, 1999",Motorcycle accident,1999-02-27,1999,False,King County Sheriff's Office, WA
19810,Master Deputy Steven Wesley Roberts,"St. Lucie County Sheriff's Office, FL","Wednesday, March 3, 1999",Motorcycle accident,1999-03-03,1999,False,St. Lucie County Sheriff's Office, FL
19811,Trooper Richard Terrell Gaston,"Indiana State Police, IN","Thursday, March 4, 1999",Vehicular assault,1999-03-04,1999,False,Indiana State Police, IN
19812,"Master Police Officer John William Knapp, Jr.","Boone Police Department, NC","Thursday, March 4, 1999",Heart attack,1999-03-04,1999,False,Boone Police Department, NC
19813,Trooper Mark Paul Wagner,"Nebraska State Patrol, NE","Thursday, March 4, 1999",Gunfire (Accidental),1999-03-04,1999,False,Nebraska State Patrol, NE
19814,Deputy Sheriff Kelly Fay Clark,"Sierra County Sheriff's Department, NM","Thursday, March 4, 1999",Gunfire,1999-03-04,1999,False,Sierra County Sheriff's Department, NM
19815,Officer Richard F. Dawson,"Pennsauken Police Department, NJ","Sunday, March 7, 1999",Automobile accident,1999-03-07,1999,False,Pennsauken Police Department, NJ
19816,Police Officer James Henry Camp,"Chicago Police Department, IL","Tuesday, March 9, 1999",Gunfire,1999-03-09,1999,False,Chicago Police Department, IL
19817,Deputy Michael Dale Hisaw,"Prentiss County Sheriff's Office, MS","Thursday, March 11, 1999",Gunfire,1999-03-11,1999,False,Prentiss County Sheriff's Office, MS
19818,Lieutenant Tonya Doreen Gillikin,"Enfield Police Department, NC","Monday, March 15, 1999",Gunfire,1999-03-15,1999,False,Enfield Police Department, NC
19819,Police Officer Marc Todd Atkinson,"Phoenix Police Department, AZ","Friday, March 26, 1999",Gunfire,1999-03-26,1999,False,Phoenix Police Department, AZ
19820,Border Patrol Agent Stephen Michael Sullivan,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US","Saturday, March 27, 1999",Automobile accident,1999-03-27,1999,False,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
19821,"Police Officer Russell Travis ""Rusty"" Stalnaker","Atlanta Police Department, GA","Wednesday, March 31, 1999",Gunfire,1999-03-31,1999,False,Atlanta Police Department, GA
19822,Police Officer Winsonfred A. Filfred,"Navajo Division of Public Safety, TR","Friday, April 2, 1999",Automobile accident,1999-04-02,1999,False,Navajo Division of Public Safety, TR
19823,Trooper Cory R. Elson,"Indiana State Police, IN","Saturday, April 3, 1999",Gunfire,1999-04-03,1999,False,Indiana State Police, IN
19824,Trooper David Harold Dees,"North Carolina Highway Patrol, NC","Sunday, April 4, 1999",Automobile accident,1999-04-04,1999,False,North Carolina Highway Patrol, NC
19825,Special Agent Abdon O. Cabello,"United States Department of Housing and Urban Development - Office of Inspector General, US","Monday, April 5, 1999",Heart attack,1999-04-05,1999,False,United States Department of Housing and Urban Development - Office of Inspector General, US
19826,Inspector Joyce Anne Carnegie,"Orange Police Department, NJ","Thursday, April 8, 1999",Gunfire,1999-04-08,1999,False,Orange Police Department, NJ
19827,"Lieutenant Clyde Wilson Alley, III","Tybee Island Police Department, GA","Monday, April 12, 1999",Vehicular assault,1999-04-12,1999,False,Tybee Island Police Department, GA
19828,Deputy Sheriff Glenda Joyce Carmack,"Caddo Parish Sheriff's Office, LA","Monday, April 12, 1999",Automobile accident,1999-04-12,1999,False,Caddo Parish Sheriff's Office, LA
19829,Corporal Tommy Prezzy,"Orangeburg County Sheriff's Office, SC","Monday, April 12, 1999",Automobile accident,1999-04-12,1999,False,Orangeburg County Sheriff's Office, SC
19830,"Detective William Henry ""Bill"" Weatherly, V","Warren County Sheriff's Office, NC","Thursday, April 15, 1999",Gunfire,1999-04-15,1999,False,Warren County Sheriff's Office, NC
19831,Officer James Robert Snedigar,"Chandler Police Department, AZ","Friday, April 16, 1999",Gunfire,1999-04-16,1999,False,Chandler Police Department, AZ
19832,Federal Agent Allan Lee Warner,"United States Department of Energy - National Nuclear Security Administration - Office of Secure Transportation, US","Monday, April 19, 1999",Heart attack,1999-04-19,1999,False,United States Department of Energy - National Nuclear Security Administration - Office of Secure Transportation, US
19833,Officer John Michael Richardson,"Nashville International Airport Police, TN","Thursday, April 29, 1999",Automobile accident,1999-04-29,1999,False,Nashville International Airport Police, TN
19834,"Patrolman John P. Gibbons, III","Woburn Police Department, MA","Tuesday, May 4, 1999",Heart attack,1999-05-04,1999,False,Woburn Police Department, MA
19835,Deputy Sheriff Ian Todd Ewing,"Kay County Sheriff's Office, OK","Thursday, May 6, 1999",Automobile accident,1999-05-06,1999,False,Kay County Sheriff's Office, OK
19836,Staff Sergeant James R. Day,"United States Air Force Security Forces, US","Saturday, May 8, 1999",Accidental,1999-05-08,1999,False,United States Air Force Security Forces, US
19837,Military Police Officer Tekoa Lurray Brown,"United States Army Military Police Corps, US","Monday, May 10, 1999",Automobile accident,1999-05-10,1999,False,United States Army Military Police Corps, US
19838,"Police Officer James Arland Rowland, Jr.","Palmer Police Department, AK","Saturday, May 15, 1999",Gunfire,1999-05-15,1999,False,Palmer Police Department, AK
19839,Sergeant David Cargene May,"Missouri State Highway Patrol, MO","Monday, May 17, 1999",Aircraft accident,1999-05-17,1999,False,Missouri State Highway Patrol, MO
19840,Police Officer Troy Alan Blando,"Houston Police Department, TX","Wednesday, May 19, 1999",Gunfire,1999-05-19,1999,False,Houston Police Department, TX
19841,Deputy Ronald Mark King,"Douglas County Sheriff's Office, CO","Friday, May 21, 1999",Vehicular assault,1999-05-21,1999,False,Douglas County Sheriff's Office, CO
19842,"Police Officer Perrin Richard ""Rick"" Love, II","Charleston Police Department, SC","Friday, May 21, 1999",Gunfire (Accidental),1999-05-21,1999,False,Charleston Police Department, SC
19843,Officer Harley Franklin Guy,"Kinston Police Department, NC","Saturday, May 22, 1999",Heart attack,1999-05-22,1999,False,Kinston Police Department, NC
19844,Detective Lynn Wayne Hicks,"Goodlettsville Police Department, TN","Saturday, May 22, 1999",Gunfire,1999-05-22,1999,False,Goodlettsville Police Department, TN
19845,Deputy Raul Dimas,"Collier County Sheriff's Office, FL","Monday, May 24, 1999",Automobile accident,1999-05-24,1999,False,Collier County Sheriff's Office, FL
19846,Police Officer Craig William Rath,"Chesterfield County Police Department, VA","Thursday, May 27, 1999",Automobile accident,1999-05-27,1999,False,Chesterfield County Police Department, VA
19847,Reserve Deputy Tracy Lee Miles,"Johnson County Sheriff's Office, IN","Friday, May 28, 1999",Struck by vehicle,1999-05-28,1999,False,Johnson County Sheriff's Office, IN
19848,Deputy Sheriff James Michael Phillips,"Jefferson Davis Parish Sheriff's Office, LA","Sunday, May 30, 1999",Vehicle pursuit,1999-05-30,1999,False,Jefferson Davis Parish Sheriff's Office, LA
19849,Police Officer Tiffany Catherine Hickey,"Cockrell Hill Police Department, TX","Sunday, May 30, 1999",Vehicle pursuit,1999-05-30,1999,False,Cockrell Hill Police Department, TX
19850,Corrections Officer III Francisco F. Garza,"Texas Department of Criminal Justice, TX","Monday, May 31, 1999",Automobile accident,1999-05-31,1999,False,Texas Department of Criminal Justice, TX
19851,Police Officer Robert Young Clement,"Spencer Police Department, NC","Thursday, June 3, 1999",Gunfire,1999-06-03,1999,False,Spencer Police Department, NC
19852,Deputy Troy Anthony Ratcliff,"Assumption Parish Sheriff's Department, LA","Saturday, June 5, 1999",Automobile accident,1999-06-05,1999,False,Assumption Parish Sheriff's Department, LA
19853,"Police Officer Ronald M. Medeiros, Sr.","Killian Police Department, LA","Saturday, June 5, 1999",Vehicle pursuit,1999-06-05,1999,False,Killian Police Department, LA
19854,Conservation Officer Grant Scott Coyour,"Minnesota Department of Natural Resources - Enforcement Division, MN","Friday, June 11, 1999",Aircraft accident,1999-06-11,1999,False,Minnesota Department of Natural Resources - Enforcement Division, MN
19855,Special Agent Scott Evan Deaton,"United States Department of the Treasury - United States Secret Service, US","Friday, June 11, 1999",Automobile accident,1999-06-11,1999,False,United States Department of the Treasury - United States Secret Service, US
19856,Deputy Sheriff Bradley Jay Riches,"Orange County Sheriff's Department, CA","Saturday, June 12, 1999",Gunfire,1999-06-12,1999,False,Orange County Sheriff's Department, CA
19857,Deputy Paul Winfield Mitchell,"Lake County Sheriff's Department, IN","Saturday, June 12, 1999",Automobile accident,1999-06-12,1999,False,Lake County Sheriff's Department, IN
19858,Reserve Officer Johnnie Mae Clanton,"New Orleans Police Department, LA","Wednesday, June 23, 1999",Automobile accident,1999-06-23,1999,False,New Orleans Police Department, LA
19859,Police Officer Joey Tremayne Vincent,"Greenville Police Department, KY","Sunday, June 27, 1999",Gunfire,1999-06-27,1999,False,Greenville Police Department, KY
19860,"Deputy Sheriff Don Carlton Johnson, Jr.","Bay County Sheriff's Office, FL","Sunday, July 11, 1999",Motorcycle accident,1999-07-11,1999,False,Bay County Sheriff's Office, FL
19861,Probation Officer David Shawn Cortner,"North Carolina Department of Public Safety - Division of Community Corrections, NC","Monday, July 12, 1999",Automobile accident,1999-07-12,1999,False,North Carolina Department of Public Safety - Division of Community Corrections, NC
19862,Police Officer Brian Michael DiBucci,"Everett Police Department, WA","Thursday, July 15, 1999",Fall,1999-07-15,1999,False,Everett Police Department, WA
19863,Patrolman John Richard Brummitt,"Brookfield Police Department, MO","Friday, July 16, 1999",Vehicular assault,1999-07-16,1999,False,Brookfield Police Department, MO
19864,Motor Officer Daniel Charles Kelley,"Maywood Police Department, CA","Sunday, July 18, 1999",Motorcycle accident,1999-07-18,1999,False,Maywood Police Department, CA
19865,Special Deputy Vernie Melford Roberts,"Delaware County Sheriff's Office, OK","Monday, July 19, 1999",Gunfire,1999-07-19,1999,False,Delaware County Sheriff's Office, OK
19866,Sergeant Lisa Gene Wampole,"Coos County Sheriff's Office, OR","Tuesday, July 20, 1999",Automobile accident,1999-07-20,1999,False,Coos County Sheriff's Office, OR
19867,Police Officer Stephen Gerard Gilner,"Cobb County Police Department, GA","Saturday, July 24, 1999",Gunfire,1999-07-24,1999,False,Cobb County Police Department, GA
19868,Sergeant Steve Matthew Reeves,"Cobb County Police Department, GA","Saturday, July 24, 1999",Gunfire,1999-07-24,1999,False,Cobb County Police Department, GA
19869,Deputy Sheriff Steven Michael Agner,"Madison County Sheriff's Office, FL","Monday, July 26, 1999",Automobile accident,1999-07-26,1999,False,Madison County Sheriff's Office, FL
19870,Deputy Sheriff Robert Bishop Pollock,"Adams County Sheriff's Office, CO","Tuesday, July 27, 1999",Training accident,1999-07-27,1999,False,Adams County Sheriff's Office, CO
19871,Corrections Officer Frank Mydlarz,"New York State Department of Correctional Services, NY","Sunday, August 1, 1999",Heart attack,1999-08-01,1999,False,New York State Department of Correctional Services, NY
19872,Police Officer Larry Clark Jacobs,"Mexia Police Department, TX","Tuesday, August 3, 1999",Heart attack,1999-08-03,1999,False,Mexia Police Department, TX
19873,Lieutenant Jeffrey Lee Springer,"Waxahachie Police Department, TX","Saturday, August 7, 1999",Heart attack,1999-08-07,1999,False,Waxahachie Police Department, TX
19874,Deputy Sheriff Dana Denise Shaw,"Cherokee County Sheriff's Office, GA","Sunday, August 8, 1999",Automobile accident,1999-08-08,1999,False,Cherokee County Sheriff's Office, GA
19875,Police Officer II Gene Valgene Williams,"Maui County Police Department, HI","Monday, August 9, 1999",Vehicular assault,1999-08-09,1999,False,Maui County Police Department, HI
19876,Police Officer Kevin Robert Greener,"Fort Lee Police Department, NJ","Monday, August 9, 1999",Motorcycle accident,1999-08-09,1999,False,Fort Lee Police Department, NJ
19877,Deputy Sheriff Marcus Lyman Whitfield,"Greenville County Sheriff's Office, SC","Friday, August 13, 1999",Gunfire,1999-08-13,1999,False,Greenville County Sheriff's Office, SC
19878,Corporal Rocky Daren Wainwright,"Georgia Department of Natural Resources, GA","Thursday, August 19, 1999",Motorcycle accident,1999-08-19,1999,False,Georgia Department of Natural Resources, GA
19879,Sergeant First Class Jeanne M. Balcombe,"United States Army Military Police Corps, US","Saturday, August 21, 1999",Gunfire,1999-08-21,1999,False,United States Army Military Police Corps, US
19880,Patrolman John James Lesemann,"Brick Township Police Department, NJ","Monday, August 30, 1999",Heart attack,1999-08-30,1999,False,Brick Township Police Department, NJ
19881,Corrections Officer Ralph Lee Garcia,"Guadalupe County Sheriff's Department, NM","Tuesday, August 31, 1999",Stabbed,1999-08-31,1999,False,Guadalupe County Sheriff's Department, NM
19882,Special Agent Paul A. Leveille,"United States Department of Justice - Federal Bureau of Investigation, US","Wednesday, September 1, 1999",Aircraft accident,1999-09-01,1999,False,United States Department of Justice - Federal Bureau of Investigation, US
19883,Police Officer Jason Brent Meyer,"Grand Meadow Police Department, MN","Monday, September 6, 1999",Automobile accident,1999-09-06,1999,False,Grand Meadow Police Department, MN
19884,Officer Walter Slusarczyk,"Gresham Police Department, OR","Wednesday, September 8, 1999",Heart attack,1999-09-08,1999,False,Gresham Police Department, OR
19885,Police Officer Leslie Dean Keely,"Flint Police Department, MI","Friday, September 24, 1999",Vehicle pursuit,1999-09-24,1999,False,Flint Police Department, MI
19886,"Trooper David W. ""Rocky"" Eales","Oklahoma Highway Patrol, OK","Friday, September 24, 1999",Gunfire,1999-09-24,1999,False,Oklahoma Highway Patrol, OK
19887,Corporal Calvin Jerry Powell,"Jasper Police Department, FL","Saturday, September 25, 1999",Vehicle pursuit,1999-09-25,1999,False,Jasper Police Department, FL
19888,Police Officer Carnel Cook,"Fulton County Schools Police Department, GA","Wednesday, September 29, 1999",Heart attack,1999-09-29,1999,False,Fulton County Schools Police Department, GA
19889,Deputy Sheriff Larry Sherwood Kolb,"Kendall County Sheriff's Department, TX","Saturday, October 2, 1999",Gunfire,1999-10-02,1999,False,Kendall County Sheriff's Department, TX
19890,Sergeant James David Perry,"Tennessee Highway Patrol, TN","Sunday, October 3, 1999",Heart attack,1999-10-03,1999,False,Tennessee Highway Patrol, TN
19891,Sergeant Robert G. Kimberling,"Missouri State Highway Patrol, MO","Wednesday, October 6, 1999",Gunfire,1999-10-06,1999,False,Missouri State Highway Patrol, MO
19892,Trooper James E. Saunders,"Washington State Patrol, WA","Thursday, October 7, 1999",Gunfire,1999-10-07,1999,False,Washington State Patrol, WA
19893,Deputy Sheriff Eric Andrew Thach,"Riverside County Sheriff's Department, CA","Friday, October 8, 1999",Gunfire,1999-10-08,1999,False,Riverside County Sheriff's Department, CA
19894,Undersheriff Gary Caponera,"Bent County Sheriff's Office, CO","Saturday, October 9, 1999",Heart attack,1999-10-09,1999,False,Bent County Sheriff's Office, CO
19895,Patrolman II Don Lee Overton,"Memphis Police Department, TN","Tuesday, October 12, 1999",Vehicular assault,1999-10-12,1999,False,Memphis Police Department, TN
19896,Deputy Sheriff Mark Louis Stephenson,"Atascosa County Sheriff's Department, TX","Tuesday, October 12, 1999",Gunfire,1999-10-12,1999,False,Atascosa County Sheriff's Department, TX
19897,"Deputy Sheriff Thomas Orville Monse, Jr.","Atascosa County Sheriff's Department, TX","Tuesday, October 12, 1999",Gunfire,1999-10-12,1999,False,Atascosa County Sheriff's Department, TX
19898,Trooper Terry Wayne Miller,"Texas Department of Public Safety - Texas Highway Patrol, TX","Tuesday, October 12, 1999",Gunfire,1999-10-12,1999,False,Texas Department of Public Safety - Texas Highway Patrol, TX
19899,Parole Officer Sharyn Debose-Dover,"New York State Division of Parole, NY","Wednesday, October 13, 1999",Automobile accident,1999-10-13,1999,False,New York State Division of Parole, NY
19900,Deputy Sheriff Richard Allen Hillard,"Rowan County Sheriff's Office, NC","Sunday, October 17, 1999",Vehicle pursuit,1999-10-17,1999,False,Rowan County Sheriff's Office, NC
19901,Detention Enforcement Officer Tommy Kwok Chin,"United States Department of Justice - Immigration and Naturalization Service - Detention and Deportation, US","Sunday, October 17, 1999",Duty related illness,1999-10-17,1999,False,United States Department of Justice - Immigration and Naturalization Service - Detention and Deportation, US
19902,Chief of Police Lloyd Michael Jones,"Red Bud Police Department, IL","Monday, October 18, 1999",Heart attack,1999-10-18,1999,False,Red Bud Police Department, IL
19903,"Chief of Police Michael Charles Kahl, Sr.","Gramercy Police Department, LA","Monday, October 18, 1999",Automobile accident,1999-10-18,1999,False,Gramercy Police Department, LA
19904,Trooper William Bryant Davis,"North Carolina Highway Patrol, NC","Thursday, October 21, 1999",Automobile accident,1999-10-21,1999,False,North Carolina Highway Patrol, NC
19905,Corporal Steven L. Levy,"Washington Township (Gloucester County) Police Department, NJ","Thursday, October 21, 1999",Gunfire,1999-10-21,1999,False,Washington Township (Gloucester County) Police Department, NJ
19906,Deputy Brian Stuart Mills,"Lexington County Sheriff's Department, SC","Saturday, October 23, 1999",Automobile accident,1999-10-23,1999,False,Lexington County Sheriff's Department, SC
19907,Police Officer Desmond J. Casey,"San Jose Police Department, CA","Monday, October 25, 1999",Aircraft accident,1999-10-25,1999,False,San Jose Police Department, CA
19908,"Police Officer Joseph Howard Tomlinson, Jr.","Murfreesboro Police Department, TN","Thursday, October 28, 1999",Automobile accident,1999-10-28,1999,False,Murfreesboro Police Department, TN
19909,Sergeant Ricky Lee Timbrook,"Winchester Police Department, VA","Saturday, October 30, 1999",Gunfire,1999-10-30,1999,False,Winchester Police Department, VA
19910,Police Officer Goelet Alessandro Carlo Beuf,"Phoenix Police Department, AZ","Monday, November 1, 1999",Assault,1999-11-01,1999,False,Phoenix Police Department, AZ
19911,Trooper Bobby J. Maples,"Tennessee Highway Patrol, TN","Friday, November 5, 1999",Heart attack,1999-11-05,1999,False,Tennessee Highway Patrol, TN
19912,Trooper Frederick Anthony Hardy,"Michigan State Police, MI","Saturday, November 6, 1999",Struck by vehicle,1999-11-06,1999,False,Michigan State Police, MI
19913,Border Patrol Agent John Charles Gigax,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US","Sunday, November 7, 1999",Automobile accident,1999-11-07,1999,False,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
19914,"Police Officer III Cerilo Aganon Agarano, Jr.","Maui County Police Department, HI","Tuesday, November 9, 1999",Heart attack,1999-11-09,1999,False,Maui County Police Department, HI
19915,Correctional Officer Shannon Cuddington Smith,"North Carolina Department of Public Safety - Division of Prisons, NC","Tuesday, November 9, 1999",Struck by vehicle,1999-11-09,1999,False,North Carolina Department of Public Safety - Division of Prisons, NC
19916,Agent Dennis M. Burgos-Otero,"Puerto Rico Police Department, PR","Saturday, November 13, 1999",Gunfire,1999-11-13,1999,False,Puerto Rico Police Department, PR
19917,Deputy Sheriff James R. Kenney,"Clay County Sheriff's Office, KS","Tuesday, November 16, 1999",Gunfire,1999-11-16,1999,False,Clay County Sheriff's Office, KS
19918,School Safety Agent Orville M. Williams,"New York City Police Department - Division of School Safety, NY","Tuesday, November 16, 1999",Heart attack,1999-11-16,1999,False,New York City Police Department - Division of School Safety, NY
19919,"Technical Sergeant Charles W. Simons, III","United States Air Force Security Forces, US","Friday, November 19, 1999",Struck by vehicle,1999-11-19,1999,False,United States Air Force Security Forces, US
19920,Police Officer Gregory Allan Holloway,"Gordon Police Department, NE","Sunday, November 28, 1999",Vehicular assault,1999-11-28,1999,False,Gordon Police Department, NE
19921,"Patrolman John Harold Robinson, Jr.","Memphis Police Department, TN","Wednesday, December 1, 1999",Vehicular assault,1999-12-01,1999,False,Memphis Police Department, TN
19922,Police Officer Roberto Luis Calderon,"Miami-Dade Police Department, FL","Tuesday, December 7, 1999",Automobile accident,1999-12-07,1999,False,Miami-Dade Police Department, FL
19923,"Officer Tenny Gatewood, Jr.","White Mountain Apache Tribal Police Department, TR","Thursday, December 9, 1999",Gunfire,1999-12-09,1999,False,White Mountain Apache Tribal Police Department, TR
19924,Patrolman Christopher Argentinis,"Wareham Police Department, MA","Saturday, December 11, 1999",Struck by vehicle,1999-12-11,1999,False,Wareham Police Department, MA
19925,Park Ranger Steve Renard Makuakane-Jarrell,"United States Department of the Interior - National Park Service, US","Sunday, December 12, 1999",Gunfire,1999-12-12,1999,False,United States Department of the Interior - National Park Service, US
19926,Trooper II Daniel Lee Williams,"Virginia State Police, VA","Sunday, December 12, 1999",Automobile accident,1999-12-12,1999,False,Virginia State Police, VA
19927,Corrections Officer II Wilmot A. Burnett,"Texas Department of Criminal Justice, TX","Thursday, December 16, 1999",Automobile accident,1999-12-16,1999,False,Texas Department of Criminal Justice, TX
19928,Corrections Officer Daniel James Nagle,"Texas Department of Criminal Justice, TX","Friday, December 17, 1999",Stabbed,1999-12-17,1999,False,Texas Department of Criminal Justice, TX
19929,Police Officer John Anthony DiNapoli,"Holyoke Police Department, MA","Wednesday, December 22, 1999",Gunfire,1999-12-22,1999,False,Holyoke Police Department, MA
19930,Deputy Sheriff Michael Christopher Doane,"Broward County Sheriff's Office, FL","Friday, December 24, 1999",Automobile accident,1999-12-24,1999,False,Broward County Sheriff's Office, FL
19931,Deputy Sheriff Allen Thomas Sharra,"Kings County Sheriff's Department, CA","Monday, December 27, 1999",Automobile accident,1999-12-27,1999,False,Kings County Sheriff's Department, CA
19932,Trooper Paul Denham,"Mississippi Department of Public Safety - Highway Patrol, MS","Monday, December 27, 1999",Automobile accident,1999-12-27,1999,False,Mississippi Department of Public Safety - Highway Patrol, MS
19933,Corrections Captain David C. Knapps,"Louisiana Department of Corrections, LA","Tuesday, December 28, 1999",Assault,1999-12-28,1999,False,Louisiana Department of Corrections, LA
19934,"Deputy Charles Richard Baker, Sr.","Somerset County Sheriff's Department, ME","Tuesday, December 28, 1999",Automobile accident,1999-12-28,1999,False,Somerset County Sheriff's Department, ME
19935,Patrol Deputy Terry Lynn Cox,"Cameron Parish Sheriff's Department, LA","Thursday, December 30, 1999",Struck by vehicle,1999-12-30,1999,False,Cameron Parish Sheriff's Department, LA
19936,K9 Sabre,"Lansing Police Department, MI","Saturday, January 23, 1999",Gunfire,1999-01-23,1999,True,Lansing Police Department, MI
19937,K9 Quanto,"Jacksonville Sheriff's Office, FL","Thursday, June 17, 1999",Gunfire,1999-06-17,1999,True,Jacksonville Sheriff's Office, FL
19938,K9 Titan,"Jacksonville Sheriff's Office, FL","Saturday, July 10, 1999",Gunfire,1999-07-10,1999,True,Jacksonville Sheriff's Office, FL
19939,K9 Ringo,"Arizona Department of Public Safety, AZ","Thursday, August 12, 1999",Struck by vehicle,1999-08-12,1999,True,Arizona Department of Public Safety, AZ
19940,K9 Max,"Beaver County Sheriff's Office, UT","Thursday, September 9, 1999",Gunfire,1999-09-09,1999,True,Beaver County Sheriff's Office, UT
19941,K9 Trax,"Miami-Dade Police Department, FL","Friday, October 8, 1999",Duty related illness,1999-10-08,1999,True,Miami-Dade Police Department, FL
19942,K9 Copper,"Clay County Sheriff's Office, KS","Tuesday, November 16, 1999",Gunfire,1999-11-16,1999,True,Clay County Sheriff's Office, KS
19943,Deputy Sheriff Ernest Martin Hull,"Greene County Sheriff's Office, NC","Sunday, January 2, 2000",Automobile accident,2000-01-02,2000,False,Greene County Sheriff's Office, NC
19944,Patrol Officer James Clinton Bryant,"Broxton Police Department, GA","Monday, January 3, 2000",Gunfire,2000-01-03,2000,False,Broxton Police Department, GA
19945,"Staff Sergeant Clyde Almond ""Tub"" Merritt","Coffee County Sheriff's Office, GA","Monday, January 3, 2000",Gunfire,2000-01-03,2000,False,Coffee County Sheriff's Office, GA
19946,Inspector Kirk B. Brookbush,"San Francisco Police Department, CA","Tuesday, January 11, 2000",Aircraft accident,2000-01-11,2000,False,San Francisco Police Department, CA
19947,Police Officer James Francis Dougherty,"San Francisco Police Department, CA","Tuesday, January 11, 2000",Aircraft accident,2000-01-11,2000,False,San Francisco Police Department, CA
19948,Patrolman Francis Duon Hemilright,"Southern Shores Police Department, NC","Friday, January 14, 2000",Heart attack,2000-01-14,2000,False,Southern Shores Police Department, NC
19949,Trooper Matthew R. Bond,"Pennsylvania State Police, PA","Friday, January 14, 2000",Automobile accident,2000-01-14,2000,False,Pennsylvania State Police, PA
19950,Trooper Jason Eric Beal,"Indiana State Police, IN","Saturday, January 15, 2000",Struck by vehicle,2000-01-15,2000,False,Indiana State Police, IN
19951,Deputy Eric Scott Salter,"Jefferson County Sheriff's Office, GA","Tuesday, January 18, 2000",Automobile accident,2000-01-18,2000,False,Jefferson County Sheriff's Office, GA
19952,Sheriff Oren Eugene Smith,"Edwards County Sheriff's Department, IL","Wednesday, January 19, 2000",Exposure to toxins,2000-01-19,2000,False,Edwards County Sheriff's Department, IL
19953,Correctional Officer Lee Charles Dunn,"Florida Department of Corrections, FL","Monday, January 24, 2000",Automobile accident,2000-01-24,2000,False,Florida Department of Corrections, FL
19954,Police Officer Gary Neil Priess,"DeWitt Township Police Department, MI","Tuesday, January 25, 2000",Struck by vehicle,2000-01-25,2000,False,DeWitt Township Police Department, MI
19955,Deputy Sheriff Larry Todd Cook,"Davidson County Sheriff's Office, NC","Thursday, January 27, 2000",Gunfire,2000-01-27,2000,False,Davidson County Sheriff's Office, NC
19956,Sergeant George Ross Dingwall,"Middletown Police Department, CT","Friday, January 28, 2000",Vehicle pursuit,2000-01-28,2000,False,Middletown Police Department, CT
19957,Police Officer Wilfredo Sánchez-Santiago,"San Juan Police Department, PR","Friday, January 28, 2000",Motorcycle accident,2000-01-28,2000,False,San Juan Police Department, PR
19958,"Sergeant Cornel Young, Jr.","Providence Police Department, RI","Friday, January 28, 2000",Gunfire (Accidental),2000-01-28,2000,False,Providence Police Department, RI
19959,"Police Officer Russell Myron Miller, Sr.","Chino Police Department, CA","Tuesday, February 1, 2000",Vehicular assault,2000-02-01,2000,False,Chino Police Department, CA
19960,Police Officer George Stefan DeSalvia,"Orlando Police Department, FL","Thursday, February 3, 2000",Gunfire,2000-02-03,2000,False,Orlando Police Department, FL
19961,Patrolman Burton James LeBlanc,"Jennings Police Department, LA","Saturday, February 5, 2000",Gunfire,2000-02-05,2000,False,Jennings Police Department, LA
19962,Sergeant Bruce Allen Prothero,"Baltimore County Police Department, MD","Monday, February 7, 2000",Gunfire,2000-02-07,2000,False,Baltimore County Police Department, MD
19963,Patrolman Darrell William Drehman,"Parson Police Department, TN","Tuesday, February 8, 2000",Accidental,2000-02-08,2000,False,Parson Police Department, TN
19964,Captain John M. Garlington,"Louisiana Department of Wildlife and Fisheries, LA","Thursday, February 10, 2000",Drowned,2000-02-10,2000,False,Louisiana Department of Wildlife and Fisheries, LA
19965,Lieutenant Thomas Sumner Rettberg,"Utah Highway Patrol, UT","Friday, February 11, 2000",Aircraft accident,2000-02-11,2000,False,Utah Highway Patrol, UT
19966,Sergeant Gary Grant Scott,"Sylvania Police Department, GA","Sunday, February 13, 2000",Vehicle pursuit,2000-02-13,2000,False,Sylvania Police Department, GA
19967,"Officer Floyd James Fink, Jr.","Arizona Department of Public Safety, AZ","Friday, February 18, 2000",Vehicular assault,2000-02-18,2000,False,Arizona Department of Public Safety, AZ
19968,Deputy Sheriff Charles Floyd Trivitt,"Hughes County Sheriff's Office, OK","Monday, February 21, 2000",Automobile accident,2000-02-21,2000,False,Hughes County Sheriff's Office, OK
19969,Patrol Officer Angela K. Payne,"Knox County Sheriff's Office, TN","Saturday, February 26, 2000",Struck by vehicle,2000-02-26,2000,False,Knox County Sheriff's Office, TN
19970,Patrol Officer Michael Edward Deno,"Oakland City Police Department, IN","Tuesday, February 29, 2000",Gunfire,2000-02-29,2000,False,Oakland City Police Department, IN
